"Date",	"Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
20/10/2021	,0.00102235706619418,0.000761879586412558,0.00657705537917947,-0.0029066669946404,0.00518547646932746,0.000268151764363234
21/10/2021	,-0.0273960050237742,-0.0103269038771897,-0.00209494818368637,0.00244630016343994,-0.00917065112086313,0.000274453761449855
22/10/2021	,-0.0138158205611596,-0.0134814791861801,-0.00885475368300842,0.000153729351146582,-0.0125166405995891,0.000280006083081208
25/10/2021	,0.0228235908784873,0.0217937404200671,0.00361558516087821,0.00949462090391379,0.017667566432254,0.000289611820105673
26/10/2021	,-0.0187982976496458,-0.0172960122767985,0.00827777523645357,-0.000453372876833322,-0.0148744297316754,0.000294406020115989
27/10/2021	,-0.00106249675103456,-0.0075566744839364,-0.00768286876137072,-0.0137475579728267,-0.00351068509889764,0.000294406020115989
28/10/2021	,-0.00381244622061087,-0.0203709960180486,-0.0107106650083645,0.00815177147620054,-0.016137982552927,0.000293668826171434
29/10/2021	,-0.0203326249768033,-0.00840972739971923,-0.00542535920273473,-0.0130866270361046,-0.0141414743376894,0.000293300178055178
01/11/2021	,0.020303163901009,0.0143225403681868,0.00969611579855104,-0.0203204439390309,0.0153234414427821,0.000293300178055178
03/11/2021	,0.00479181658786199,0.00375141111869531,-0.0173635481191286,-0.0177816206807224,0.011783327913162,0.000298089945721891
04/11/2021	,-0.0202046498396946,-0.00680080253491827,-0.0125153104838236,0.0127910368496766,-0.0030754913729061,0.000296985125561866
05/11/2021	,0.011321757770396,0.00525066715445704,-0.00829052015293812,-0.00732665526524796,0.00145332343222777,0.00029882632237288
08/11/2021	,-0.00202476172688766,-0.00969827381453794,0.0157354349589389,0.00622894524717747,-0.00798829854594955,0.000304712442399824
09/11/2021	,0.00720461884844916,-0.00114511191548274,-0.00984811191895352,-0.00951236235665624,-0.000287368381807439,0.000306917498017922
10/11/2021	,0.00385122349075812,0.0198801887176565,0.00594466192283803,-0.0101590315459228,0.0247410853282189,0.000309121334255202
11/11/2021	,0.0127834273256242,0.0153790479968118,0.00534376876574249,0.0033751858492937,0.00917212635607546,0.000309488521838874
12/11/2021	,-0.0119046113434103,-0.0259501656699367,0.00703027838459787,0.0072027828256598,-0.016466077791299,0.000310589881646894
16/11/2021	,-0.0182472083721912,-0.0183161511356334,0.00388724432382144,0.0119760188404275,-0.0147605998869251,0.000316458665731378
17/11/2021	,-0.0132456875465228,-0.00805505819157749,-0.00360114367260788,0.00521472606462873,-0.00890130633889406,0.000317924512374779
18/11/2021	,-0.00400781389983273,0.00497672928375687,-0.00906521704653571,0.00295464794334261,0.00988507234438644,0.000319756062818977
19/11/2021	,0.00600968707205143,0.0131274128096028,7.63818058429604e-05,-0.00772782805947523,0.0145084677888521,0.00032085458919151
22/11/2021	,-0.00955877755341786,0.00827342428817515,0.0187537890845953,0.0161287256640286,0.00295139246246155,0.000324879930588384
23/11/2021	,0.0113290518297812,-0.0177884796183651,0.0088797665608749,0.00207539072237807,-0.0203783225635429,0.00032707385890185
24/11/2021	,0.00797797967666145,0.00738979415311782,0.00814629026088759,0.000717362535294035,0.00302369314629115,0.000328535807093022
25/11/2021	,0.0126188491413562,0.0101254858095289,0.00048345951604762,-0.00349036652005291,0.0102128083206385,0.000329266580131105
26/11/2021	,-0.0322227477034997,-0.00481041511735654,0.00411756678423358,0.000644836580582502,0.0048901444048404,0.000329631916407447
29/11/2021	,0.00327128387423915,-0.00843076098544541,0.00890428589288847,0.0133658240081494,-0.0101293325748368,0.000331092926703747
30/11/2021	,-0.00958331477442971,-0.00304595736358937,0.00691691851624414,-0.00385901927143574,0.00304729497429911,0.000332918436715568
01/12/2021	,-0.0109927028797686,-0.00538518928138176,0.00654080724984406,0.00340141255881399,0.000889323737448568,0.000334743110934621
02/12/2021	,0.0329099565645511,-0.00963756043590343,0.00942091174875286,0.0043290673259617,-0.0119026483713328,0.000336566950127182
03/12/2021	,0.00577136449149955,0.0203075755089497,-0.0057473892907299,-0.0154124593429479,0.0205576055268026,0.000338389955058638
06/12/2021	,0.0151643362259566,0.0196146955042798,0.00790687409287552,-0.00358312342057718,0.0150564789143818,0.000341669264036559
07/12/2021	,0.00459224236582842,-0.00544008048722422,-0.00657692764884621,0.0219074461264475,-0.00444126228529153,0.000344217973501815
08/12/2021	,0.0047798300969699,0.0269020908666468,0.0028685998926465,-0.00656026871438205,0.021473791703035,0.000346401285085562
09/12/2021	,-0.0174441227411152,0.00539529582562951,0.0100709510766915,0.01212007626706,0.00148356763853367,0.00034785616194366
10/12/2021	,0.0113235592171466,0.0104949532894372,-0.00135799706157756,-0.0106702632072368,0.0120978548731547,0.00034785616194366
13/12/2021	,-0.00472569590860492,-0.00518356219527667,0.00759459987188861,0.00948175105540007,-0.00470690621838889,0.00034785616194366
14/12/2021	,-0.00587936700184232,-0.0166642408399211,0.00172907501989599,0.00825167951491702,-0.0178785083880147,0.000347492492516643
15/12/2021	,0.00615186623534187,-0.00787110885575191,-0.0143837004432031,8.65800272743106e-06,-0.00532705923440253,0.000347492492516643
16/12/2021	,0.00620646727049587,-0.00409630539952525,-0.0039056700818158,-0.00305742021097011,-0.0122550332530074,0.000347492492516643
17/12/2021	,-0.00953725952645502,0.00377915916968568,0.00539124430082389,-0.0122162405351287,0.00560746416938377,0.00034785616194366
20/12/2021	,-0.0195877420210689,-0.00240991017590243,-0.00755970792994202,0.00343148467291685,0.00465663746950797,0.00034785616194366
21/12/2021	,0.00334062113718825,-0.00363367262702033,0.00850023262079016,0.0165215284378075,-0.0112320379419,0.000347492492516643
22/12/2021	,-0.00288549059329279,-0.00270055700421018,-0.0022087799228333,0.0112824812691043,-0.00284405473758469,0.00034785616194366
23/12/2021	,-0.0022175785862607,0.00738933308379188,0.0017886753395414,0.00480057662455657,0.00271990721888529,0.00034785616194366
27/12/2021	,0.00583025734924376,0.00680411841234096,-0.0024287677256815,-0.00549095489321436,0.00443724169487163,0.00034785616194366
28/12/2021	,-0.00430347563012208,0.00999383329616226,0.005758319733352,-0.00761031037467611,0.0141528024287921,0.000347492492516643
29/12/2021	,-0.00719960495292623,-0.000236698334878049,0.00114140138576613,0.00382823360923664,-0.00577012902324881,0.00034785616194366
30/12/2021	,0.00554109981392846,0.00162855895801786,-0.00010056814633631,-0.00268622811871409,0.00514987775892108,0.000347492492516643
03/01/2022	,-0.0110520298261645,-0.0190872617484266,0.0050497629488504,0.0167116591612856,-0.0129642084165781,0.000350037481905874
04/01/2022	,-0.00539229889807256,-0.0250299312564101,0.0116320561212977,0.0112533382781432,-0.0224920700590162,0.000352217608641681
05/01/2022	,-0.0280889694118911,-0.0241874796769451,0.00881837855158071,0.00159745816428501,-0.0179563201837493,0.000354396543458257
06/01/2022	,0.00179961910709077,-0.0127780194267506,-0.0114136695866122,-0.00362551870983011,-0.00677928627008649,0.000353670364207526
07/01/2022	,0.00704058303868928,0.00876176565025025,-0.00144864934938677,0.00462347408889067,0.00945616509222314,0.000355848505136702
10/01/2022	,-0.00879690715299196,-0.00952603211413352,0.00413780354168972,0.0137774705355033,-0.0098367984696356,0.000361288655172043
11/01/2022	,0.0158551385692576,0.00953054653606845,-0.00949652837739153,-0.00383039837299352,0.00826181913463517,0.000363824852839478
12/01/2022	,0.0186307629595309,0.00906024994275711,-0.00789768480484199,-0.00633552258181941,0.010334545972552,0.000365635434996348
13/01/2022	,-0.000882259787581704,-0.0124444326272748,0.0136209522090749,-0.00824699077093219,-0.00976874354447997,0.000364911300834159
14/01/2022	,0.011910915581856,-0.00415648836715518,0.00613912412544854,0.000955059511310728,-0.00130613791823517,0.000367083308733696
17/01/2022	,-0.00609046814412707,0.0110653472224835,0.00218585355533881,-0.00374006446190015,0.000439368757554776,0.000371785269076108
18/01/2022	,-0.000202660269947847,-0.0164764201202679,0.0173656030993943,0.00568322810191462,-0.0135283839838779,0.000373953535097504
19/01/2022	,0.0118716702387484,-0.0017391845758397,-0.0091407147687097,-0.00888465962007973,-0.00670264062219296,0.000376120622155529
20/01/2022	,0.00958140181089755,0.0340864166449362,-0.00805300522285081,-0.0261109411683314,0.0250282503545986,0.000377564692515486
21/01/2022	,-0.000403871236445917,0.00231159318325122,-0.00553728533077339,-0.0195631410912831,0.00415546228142873,0.000379008239842271
24/01/2022	,-0.00922654334695503,-0.00731366269838224,0.00863732224294904,0.00468076016997143,-0.0057749056514565,0.000382254310952845
25/01/2022	,0.0224207271435822,0.018725756791961,0.00532750503633725,-0.0178913331743557,0.0173105955400783,0.000384777206402287
26/01/2022	,0.00775105008394661,0.00785831077862129,-0.0103177175337476,-0.00837399258130162,0.00412182922190691,0.000386938417861193
27/01/2022	,0.012042437227614,0.00410703748911839,-0.00069442814951649,-0.00704400243517914,0.00431486141599522,0.000389098458029258
28/01/2022	,-0.00619665412965598,0.00281365538261641,0.00107892590526255,0.00831413228691169,0.00534585216086461,0.000391257328177463
31/01/2022	,0.00654281199040781,0.0297036047504734,-0.00658994328975344,-0.0112149280457024,0.0220133467231578,0.000394134003871782
01/02/2022	,0.00624562994128051,0.0035659520946853,-0.00171287076566871,0.00548367966089694,0.00253566086643929,0.000396649393037629
02/02/2022	,-0.0121044181815543,0.00555962701504286,0.00630509392961539,0.0033535402502635,0.0119284430699863,0.000400957798838641
03/02/2022	,-0.00322167959079043,0.00148396777152406,0.0121987447643615,-0.00532690525877424,-0.000675340635510003,0.000403468886472247
04/02/2022	,0.00132429095597513,-0.0235835022800111,-0.0094866557800547,0.0201413003469501,-0.0201301541322228,0.000404186049595578
07/02/2022	,-0.00275675585380233,-0.00304137603055445,0.000449395727936429,0.0126778704637161,-0.0013410311469953,0.00040669510480229
08/02/2022	,0.000914123515803627,-0.000262886845022792,-0.00214717288434333,-0.00249961270938779,0.00103999089744252,0.000407411687703085
09/02/2022	,0.00233099997416271,-0.0133835827961164,-0.00604702432975208,0.00678614980790067,-0.0128001184206754,0.000408486320548684
10/02/2022	,0.006685169145331,-0.00255540945052296,0.000692130860062361,0.00207544703571177,-0.00757656292093154,0.000409202581510115
11/02/2022	,0.000388977197944154,-0.00833200536958644,0.00433714835192623,0.00284620142665724,-0.00869756366916723,0.000409918713776491
14/02/2022	,0.00309401317184586,-0.00959265179979767,-0.0069059259832461,0.00391426801887909,-0.00386488374849672,0.000412066338871364
15/02/2022	,0.00959341149388707,0.0179225675978982,-0.00667874964182439,-0.0173819450473963,0.0109025570370036,0.000412424163907632
16/02/2022	,9.15850248298095e-05,0.00225230737876956,0.000336149443697325,-0.00431463722740955,0.000259192718052915,0.000413139717621247
17/02/2022	,-0.0130803008109542,-0.00535754396333084,-0.00376250659762946,0.0149111265237319,-0.00167330053004298,0.000413855142894493
18/02/2022	,-0.00626101221960326,0.0100299161047379,0.0140457972672139,-0.00194632277724379,0.00814054479928076,0.000414570439773998
21/02/2022	,-0.0128658886418989,-0.0240787359844048,0.000465782213521459,0.0118380978653226,-0.0180575200345058,0.00041635812055163
22/02/2022	,0.00911136625645346,0.0028401820670991,-0.00986642384081889,-0.00846311596519683,0.000534005622541651,0.000417430344274772
23/02/2022	,-0.00571086909098579,0.00133770480072132,0.0169540874881927,0.000905460884136717,0.00388770169338239,0.000417430344274772
24/02/2022	,-0.00624462056224276,-0.00307128476322239,-0.0127019557518637,-0.00174724828724517,-0.00352504008158713,0.000418859527360427
25/02/2022	,0.0118113082788431,-0.00658941379979929,0.0043922038900839,0.014931953653066,0.00140909023927827,0.000419216743072992
02/03/2022	,0.0125334185284935,-0.0157164018911762,-0.00675772179807922,0.0154801827261619,-0.01849952967385,0.000420288198160979
03/03/2022	,7.55871490174675e-05,-0.000602042369444713,0.0109767630532205,0.00353107700127287,0.00251693102956995,0.000422787140481384
04/03/2022	,-0.00766178422799256,-0.00847674201251982,0.00149936201493879,0.0163627514084864,-0.00529182012047334,0.000425641157396406
07/03/2022	,-0.0272869135641944,-0.0202926464520023,-0.00275284471751452,0.0240455393045335,-0.0166567941381515,0.000428849485544447
08/03/2022	,-0.000120820366960255,0.010977812496517,0.00419758647910719,-0.00686811910250826,0.00894508918558051,0.00042991835462125
09/03/2022	,0.0266644791175525,0.00761042421872388,-0.010446566590517,-0.0199425462267867,0.0101170604316084,0.0004302745806255
10/03/2022	,-0.00326891542926944,0.010634595691416,0.00442701523728671,0.0166546300118564,0.0113397060929913,0.00043205523324108
11/03/2022	,-0.0183559575764122,-0.0243559222306253,0.00983523696626511,0.0219712292183686,-0.0166232060476281,0.000433835090704049
14/03/2022	,-0.0125727364791669,-0.0134025351748263,0.00967762273353575,0.0178331193556651,-0.00448206664345401,0.00043668121050211
15/03/2022	,-0.00746331093933151,0.0177386976300592,-0.000763018519842681,-0.00776525667118841,0.00847353289026073,0.000435969871059427
16/03/2022	,0.016540021418751,-0.00233214038292099,-0.0164652838188341,-0.00991756157184393,-0.00786494616442345,0.000438103508646037
17/03/2022	,0.016545996139976,-0.0123804395072522,-0.00820643355456967,0.0116152139299262,-0.0108052159169672,0.000437392423015881
18/03/2022	,0.0206140100656576,0.0207794730778995,-0.00213433830684243,-0.0197119016285548,0.0167581602675992,0.000437392423015881
21/03/2022	,0.00627706426541894,-0.000612446503202324,0.0171333226392083,0.00788060729899307,-0.00240531309966225,0.000437392423015881
22/03/2022	,0.00995130232558537,-0.00095286118735121,-0.00983430348754631,-0.0104470962657852,-0.0028435751579243,0.000437392423015881
23/03/2022	,0.000928425056445342,0.00993794058793792,-0.00574284665364712,-0.0131404645650254,0.00456969040960056,0.000437392423015881
24/03/2022	,0.0127022868451462,0.01568279906754,-0.000305190988365258,-0.0214495421846308,0.0117338262156208,0.000437392423015881
25/03/2022	,0.00107087443676626,0.017663516514991,-0.00318915709783465,-0.0237309377174211,0.0108768486652129,0.000437392423015881
28/03/2022	,-0.00255918908165671,-0.00265728906367126,-0.00468649366343786,0.00560170969417851,0.000224583204198451,0.000437392423015881
29/03/2022	,0.0118976328220556,0.0145022150904986,-2.28673936921095e-05,-0.00805085754112182,0.00958738140210207,0.000437392423015881
30/03/2022	,0.000302575285371073,-0.00456318831884967,-0.00360835766519234,0.00358258145131114,-0.00432936122893955,0.000437392423015881
31/03/2022	,-0.00239544275073226,-0.0133757415758545,-0.000998185726975663,0.0040826822156534,-0.0104614875512481,0.000437392423015881
01/04/2022	,0.0108212684897553,0.00436345361932626,0.00086387374276559,-0.0215727879724964,-0.0023246247494119,0.000437392423015881
04/04/2022	,-0.00286693328880588,0.016684332233683,-0.0016113175604262,-0.00222776783325009,0.0149062395944028,0.000440591309799343
05/04/2022	,-0.018221952375421,-0.00888508469011391,0.0027220547175079,0.0150898717197159,-0.00636632263729614,0.000442012213595966
06/04/2022	,-0.00691289125428203,-0.0126450513527397,0.0122429547620043,0.0167301632923507,-0.00745316623607641,0.000443432611036298
07/04/2022	,0.00416621683324438,0.0036275780193464,0.00867724186767666,-0.00316650980561665,0.00507536284606054,0.000443077559127314
08/04/2022	,-0.00415677164811776,-0.00775732942049572,0.0101919457813177,0.00619895719456961,-0.00186151071903126,0.000444497577037684
11/04/2022	,-0.0101883400714145,-0.0117847760668598,0.00352942196791346,0.011704449747557,-0.0111143618687405,0.000448400019735562
12/04/2022	,-0.00643533144330262,-2.61312116992349e-05,0.00367667215110738,0.00329213266457455,0.00122853702565011,0.00044981814303946
13/04/2022	,0.00419509527217647,0.0117189126260691,0.0026382865501291,-0.000287535698791068,0.00750041028848628,0.000450881404503001
14/04/2022	,-0.00607945415365443,-0.00876337497501502,0.00472576645120494,0.0133372028215034,-0.00601741024839574,0.00045123576197037
18/04/2022	,-0.00250442181923161,0.00659803805648761,0.00337248323193171,0.00870514121626548,0.0035070508418542,0.000455131616288851
19/04/2022	,-0.0052056407902088,0.0114691612246426,-0.00469836526653884,-0.00795558738295344,0.0134205722723257,0.000456193461474852
20/04/2022	,-0.00564442729084937,0.00125618898790399,0.0050660625228786,0.0189083763196688,0.0036200231777399,0.000457608815168209
22/04/2022	,-0.0245319959667561,-0.00740859905132021,-0.000819490066684338,0.00771006504728203,-0.00267054417082395,0.000458670000717865
25/04/2022	,-0.0019045629252776,0.0117824276868927,0.00292177588476565,-0.00534576837319677,0.00797033936432179,0.000460791524617754
26/04/2022	,-0.0208704583852143,-0.00159399827101729,0.00970670552807277,0.0186776416833276,0.00547149601491322,0.00046185186326908
27/04/2022	,0.00814486271558135,-0.00770829849975482,-0.000436705165419714,0.0178621891746951,-0.00769077656165016,0.000463971694726117
28/04/2022	,0.0040186736062089,0.00295276831577101,0.00256346207731898,-0.00103505906324561,0.000607025396371415,0.000465384289627613
29/04/2022	,-0.0180129897642796,-0.00243153708018235,-0.00357523431939627,0.0153103737120648,0.00271946191309984,0.000466443407369788
02/05/2022	,-0.0123835380819795,0.00013721010924911,0.00781434944517525,0.00309220192089649,-0.0016354125732953,0.000467855126732086
03/05/2022	,-0.00221558239698504,-0.00580820478524423,0.00186216112475667,0.0138663183105299,-0.00673188595021798,0.000470324433138103
04/05/2022	,0.0178103922795745,0.00801157375281324,-0.00336777741243071,-0.0105334386831195,0.0099244509441746,0.000472087287317624
05/05/2022	,-0.028964581386898,-0.00276075807065757,0.0108340313402726,0.0163492704321864,0.00191870064709587,0.000473497009526147
06/05/2022	,-0.00323228578543577,-0.015522201987327,0.00998421930870047,0.0145446732249095,-0.0121634577658572,0.00047384936218875
09/05/2022	,-0.0172759323110714,-0.0217456204675201,0.0198966190723635,0.0213748545871675,-0.0158096693892594,0.000475258461447137
10/05/2022	,-0.00120020423988914,0.0116087104395908,-0.0043004641614558,-0.00632636843480345,0.0122613595568694,0.000475258461447137
11/05/2022	,0.00813832740551117,-0.00703052540442899,0.00702336361683357,0.0132535668306255,-0.00710539491035029,0.00047561065844115
12/05/2022	,0.0128650153116916,0.00723738731350223,-0.00132299195408935,-0.00591581919017822,0.00434052049090388,0.000475962824318055
13/05/2022	,0.0111027191192797,0.00306233139997315,-0.0190308900057765,-0.00747730092401799,-0.00120448353968745,0.00047666706274252
16/05/2022	,0.00942552443570745,0.00453003980239963,-0.00191970549361195,-0.0205092972799974,0.00365439895275803,0.00047701913530096
17/05/2022	,0.00599010582883013,0.00643309187099151,0.00484337561906691,0.000249951936575676,0.00521712328860535,0.000477723187137791
18/05/2022	,-0.0220482010747977,-0.00315345871192479,-0.00131292177596498,0.00991052178858473,0.00117432624246905,0.000477723187137791
19/05/2022	,0.00570403653138406,0.00665597555276532,0.00394221193462712,-0.00858476808102837,0.00284060928817817,0.000477723187137791
20/05/2022	,0.0103931990590709,-0.00664438056438965,-0.00261282550137781,0.0014587172024216,-0.0086356995916913,0.000478075166427283
23/05/2022	,0.0167325716870009,0.00535934766215305,0.0131966564952411,0.00279327446249578,0.00479691706864519,0.000478779031775955
24/05/2022	,0.00089800951755816,-0.0111978628927726,0.00039793139326907,0.0173807444520124,-0.0157239142243031,0.000479482772854034
25/05/2022	,-0.000804757846317379,0.0125692627694118,-0.00875897875896949,0.00410759247705356,0.0083413600490142,0.00047983459680534
26/05/2022	,0.00997013107820363,0.011918791418485,-0.0131319775946561,-0.0235429047434883,0.00592554508061879,0.000480186389705484
27/05/2022	,-0.00107261740555479,-0.00451727928194899,-0.00812668415956854,0.00185490159245058,-0.00205080491500484,0.000480538151559795
30/05/2022	,-0.00809925070634563,0.000347508294525961,-0.00115386890204358,0.0101711747905466,0.000826733174088578,0.000480889882374269
31/05/2022	,0.000320598325332681,-0.0150528576701488,0.000630188345365718,0.0115897077063781,-0.0169545994321665,0.000481241582153791
01/06/2022	,-0.000361099092886004,-0.00899815121166116,-0.000173613623269952,0.0196820580539898,-0.00728614973665958,0.000481944888630848
02/06/2022	,0.00699299139198004,-0.00153201180968769,-0.0028281269283025,-0.0035706638052173,-0.00901874569520662,0.00048264807103493
03/06/2022	,-0.0113979211675445,0.00868985458871975,0.00923026996619144,0.00495978601569202,0.00611038287478619,0.000483351129410003
06/06/2022	,-0.0107995595259704,-0.0161328905294102,0.00275956695498552,0.012590347748318,-0.0152542119451963,0.000484756874248093
07/06/2022	,-0.00496721266582934,-0.00469712018160058,0.0121069415240092,-0.00219999234583971,-0.00574788741831181,0.000486162123495504
08/06/2022	,-0.0146074652931878,-5.66419573753696e-05,0.00322100231569074,0.00328523097392989,0.00026947206649249,0.000486513358412211
09/06/2022	,-0.0109118813370564,0.00460231461069502,0.00351114160764787,0.0016093468633256,0.00810074368412357,0.000486513358412211
10/06/2022	,-0.0154488421543271,-0.00782594698746955,0.00538718984796476,0.0167622893879474,-0.00340582759536771,0.000487917988663433
13/06/2022	,-0.0275099097370997,-0.010608020828076,0.012421384574884,0.024451618103352,0.00185310480911741,0.000489322124111125
14/06/2022	,-0.00576593221546456,-0.0156398845892972,0.00727271070452469,0.0173690515529689,-0.013338240583669,0.000491076598134965
15/06/2022	,0.00654060491538185,0.0114243484863548,-0.00298949503244093,-0.0223415997681806,0.00881731194959683,0.000491427400289401
17/06/2022	,-0.0246334980853538,0.00854021795662532,0.00438220335969523,-0.00444477042135401,0.0114734211209331,0.00049037490119197
20/06/2022	,0.0016481573172146,-0.00601489202454638,0.00599447007632157,0.00104654515348765,-0.00456876897618548,0.00049037490119197
21/06/2022	,-0.00197847973560213,-0.00864388460333862,-0.00618950267026488,0.00482180283625031,-0.00829293523949465,0.000490725765104338
22/06/2022	,-0.00368887619162747,0.00247086351626745,0.00512985398605318,-0.00333733070723318,9.77326240663458e-05,0.00049037490119197
23/06/2022	,-0.0115114592960109,0.0158415174252335,-0.000553657932034777,-0.0120539499250016,0.0114160105691629,0.00049037490119197
24/06/2022	,0.0040588986689763,-0.00900016012499995,0.00298246390979404,0.00545965570143587,-0.00742984007476753,0.00049037490119197
27/06/2022	,0.0167113982307928,-0.0124907047603703,-0.00172576172567672,0.014352327538755,-0.0105626046339361,0.00049037490119197
28/06/2022	,-0.00272651455102581,-0.018342260399635,0.00584818574078756,0.0182074912207682,-0.0147418243729409,0.00049037490119197
29/06/2022	,-0.009463734007297,-0.000764543041411461,-8.26464866792199e-05,0.0123280780572998,0.000587466737072511,0.00049037490119197
30/06/2022	,-0.0107568826943415,0.00227675434336926,-0.00524102882556661,0.00469844064053948,0.00781540711381868,0.00049037490119197
01/07/2022	,0.00485516339726856,0.00445019936372049,0.00496964197489505,0.00670290976892806,0.000335616790659307,0.00049037490119197
04/07/2022	,-0.00532250022390399,-0.00822493842382121,0.00192664257067793,0.00455409151423196,-0.00958023465176275,0.000491778171573198
05/07/2022	,-0.00248694018375121,0.00772587937159327,-0.00756765205229202,-0.0338892145329791,0.000991641275292486,0.000492479621550412
06/07/2022	,0.00365178036088565,0.0234898692758208,-0.0103558248339773,-0.0406825549844321,0.0258478661226872,0.000493180948110128
07/07/2022	,0.0180413860228779,0.00453833155664034,-0.00090138682979056,-0.0126336360564564,0.00168539639989249,0.000492479621550412
08/07/2022	,-0.00375343877284539,0.0031980200799782,0.00533302753505565,0.0056160320818433,0.00419618945247781,0.000493531565121996
11/07/2022	,-0.0201691360981023,0.000772554466438667,0.00991680626831318,0.00884250317087452,0.00734596397950649,0.000495284187718825
12/07/2022	,-0.00124654958205665,0.00629526767482946,0.00257239961563416,-0.0214949528874781,0.00288725575000888,0.000495634619783747
13/07/2022	,-0.00222126245519438,0.00297495766711365,0.00197552241323029,-0.00162155726668195,0.00106627776438011,0.000496335391502623
14/07/2022	,-0.0125650448072195,-0.0157395845190955,-0.0071375595512689,0.0132053640488788,-0.0119712521843315,0.000496335391502623
15/07/2022	,0.00401312279028455,-0.00086394623241033,0.00565222374193705,0.0101393732625012,0.00153443607293835,0.00049703604004292
18/07/2022	,0.00115858009579485,-0.0124287545648231,0.00309768600456464,0.0172616224579991,-0.0127365678932308,0.000498436967761418
19/07/2022	,0.0138302623081453,-0.00536481265909444,-0.00041539008322385,0.00721052280286661,-0.00816800413473074,0.000499137247026438
20/07/2022	,0.00161861278829414,0.021024355513608,-0.0165561606429434,-0.0358616657769744,0.0177045659628221,0.000499837403286074
21/07/2022	,0.00585212077804213,0.0121756089414565,-0.00687459348924657,-0.00530326401432809,0.00833978466698392,0.000500187435302557
22/07/2022	,-0.00251063134739865,-0.0032652186134481,0.00416405305421504,0.00880917111209213,0.00119926309688301,0.000500887407135941
25/07/2022	,0.0116181098265733,-0.0154933306672332,0.0023713874793369,0.0255461500596125,-0.0164118980821926,0.000501587256072078
26/07/2022	,-0.0051891686679815,-0.00270232540351812,0.00348695173390753,0.0190983123071043,-0.00126884895302511,0.000502286982154709
27/07/2022	,0.0176286024681519,0.00757324920151028,-0.00556587221662842,-0.015624916299446,0.00714480106678108,0.000503336341022287
28/07/2022	,0.0117191890742417,0.0182236942027803,-0.00804452759943453,-0.0185528638661336,0.0144086258848786,0.000503686065931541
29/07/2022	,0.00478796111603607,0.00142883141258036,0.00361072625979937,0.0165222999431786,0.0034731306545293,0.000504385423712117
01/08/2022	,-0.00836332923501196,0.0126746786780954,0.00325279641767028,-0.0143129537841502,0.0112994498067994,0.000505084658811716
02/08/2022	,0.00907134552185289,-0.00445237440514367,-0.0027463735280783,-0.00198005783733451,-0.00336362892084453,0.000506133281528376
03/08/2022	,0.00532501061845083,0.02056328191781,-0.00407498700352118,-0.0390175554418027,0.0152275362873505,0.00050683221011405
04/08/2022	,0.0201140647913899,0.0175177471439425,-0.00209051833984049,-0.0411659331633001,0.00959583654429642,0.00050822969973785
05/08/2022	,0.00462525172543494,0.0253887916783661,0.0104575732427288,-0.000982319893162387,0.0246106370017544,0.00050822969973785
08/08/2022	,0.0173919538130577,-0.00046595242567073,-0.00258207236921485,-0.00706124317017087,-0.001057005416139,0.00050822969973785
09/08/2022	,0.000545170069490341,-0.00941946011042245,0.0114351248141786,0.0250266537833908,-0.00480580677911067,0.00050822969973785
10/08/2022	,0.0159481593035038,0.0227871303646726,-0.00314004035338476,-0.0268970133388769,0.0173571973880198,0.00050822969973785
11/08/2022	,-0.00741040071181971,-0.00163239445394571,0.00168061060984313,0.0209982606174242,0.00346453263471051,0.00050822969973785
12/08/2022	,0.0271343090431881,-0.0109494089715056,-0.0117227312544771,-0.0006948358461491,-0.0157894370982533,0.00050822969973785
15/08/2022	,0.00404408574622706,0.0309176115081442,-0.00392251400183308,-0.0434944960327017,0.0205838647855566,0.000508578995602749
16/08/2022	,0.00261840008021361,-0.0125943947174063,0.00715596599982619,0.0159503352354627,-0.0115886442136219,0.00050822969973785
17/08/2022	,0.00294413768775936,-0.0143917515895162,0.00732663693185906,0.0193353871795184,-0.00919342084460482,0.00050822969973785
18/08/2022	,0.000514727269903595,-0.0175315160951609,0.000775657216722382,0.0141348592782919,-0.017554252958212,0.00050822969973785
19/08/2022	,-0.0216487666194042,-0.00855103653921526,0.00486657291122234,0.0193486671088778,-0.00526743951807495,0.00050822969973785
22/08/2022	,-0.00834235027937514,-0.00083348679955312,0.00192029016702748,0.00462297699762572,-6.38472521823866e-05,0.000508578995602749
23/08/2022	,0.0167646420139184,0.00568683781650855,-0.0101554812144192,-0.0165484843453135,-0.000248321700685672,0.000508578995602749
24/08/2022	,0.00228600024798212,0.0162117788133739,-0.00526287152297517,-0.0155979453578679,0.0125019414341225,0.000508578995602749
25/08/2022	,0.00428691854511516,0.000448054537388442,-0.0128750762118434,-0.0115206129581423,-0.000911816324442949,0.000508578995602749
26/08/2022	,-0.0102538571851315,0.00344012119901087,0.00102829206358239,0.00999898972492303,0.00762006532518217,0.000508578995602749
29/08/2022	,0.00102122400060678,0.00860462752433324,-0.000914085917539583,0.00197237037580105,0.0119201416077722,0.000508578995602749
30/08/2022	,-0.0164908369271406,-0.00333601568278336,-0.00050982793630871,0.0123667437836845,-0.00179144943040154,0.000508578995602749
31/08/2022	,-0.00763813301432606,0.0110804620816338,0.0118989596741481,0.0100092375745547,0.00982726930752954,0.000508928260861907
